Time_Start,Time_End,Renko_Open,Renko_Close,Volume_Total
9:31:20,9:31:20,18655,18650,0
9:31:25,9:31:40,18650,18645,686
9:31:25,9:31:40,18645,18640,0
9:31:45,9:31:55,18645,18650,390
9:32:00,9:32:10,18645,18640,605
9:32:15,9:32:35,18645,18650,671
9:32:40,9:33:05,18650,18655,826
9:33:10,9:33:40,18655,18660,1015
9:33:45,9:34:45,18655,18650,1423
9:34:50,9:34:50,18655,18660,153
9:34:55,9:34:55,18660,18665,178
9:35:00,9:35:30,18665,18670,1268
9:35:35,9:36:00,18665,18660,693
9:36:05,9:36:25,18660,18655,913
9:36:30,9:36:55,18655,18650,830
9:37:00,9:37:10,18650,18645,579
9:37:15,9:38:05,18650,18655,1365
9:38:10,9:38:10,18650,18645,378
9:38:10,9:38:10,18645,18640,0
9:38:15,9:39:05,18640,18635,1529
9:39:10,9:39:20,18635,18630,611
9:39:25,9:39:35,18630,18625,613
9:39:40,9:40:00,18625,18620,947
9:39:40,9:40:00,18620,18615,0
9:40:05,9:40:25,18620,18625,978
9:40:30,9:40:50,18625,18630,733
9:40:55,9:40:55,18625,18620,73
9:41:00,9:41:00,18620,18615,219
9:41:05,9:42:05,18615,18610,1910
9:42:10,9:42:10,18610,18605,429
9:42:10,9:42:10,18605,18600,0
9:42:15,9:42:25,18600,18595,710
9:42:30,9:44:00,18595,18590,3634
9:44:05,9:44:05,18590,18585,504
9:44:05,9:44:05,18585,18580,0
9:44:10,9:44:15,18580,18575,790
9:44:10,9:44:15,18575,18570,0
9:44:20,9:46:05,18570,18565,4283
9:46:10,9:46:20,18565,18560,512
9:46:25,9:46:35,18560,18555,931
9:46:40,9:47:05,18555,18550,1009
9:47:10,9:47:40,18550,18545,1404
9:47:45,9:47:55,18550,18555,440
9:48:00,9:48:00,18555,18560,190
9:48:05,9:48:30,18560,18565,1118
9:48:35,9:48:50,18560,18555,499
9:48:55,9:49:15,18555,18550,950
9:48:55,9:49:15,18550,18545,0
9:49:20,9:49:35,18545,18540,917
9:49:40,9:50:05,18545,18550,957
9:50:10,9:50:10,18550,18555,192
9:50:15,9:50:15,18555,18560,305
9:50:15,9:50:15,18560,18565,0
9:50:20,9:50:25,18565,18570,638
9:50:20,9:50:25,18570,18575,0
9:50:30,9:51:00,18575,18580,1369
9:51:05,9:51:05,18580,18585,218
9:51:10,9:51:35,18585,18590,1011
9:51:40,9:51:40,18585,18580,189
9:51:45,9:52:05,18580,18575,739
9:52:10,9:52:20,18575,18570,488
9:52:25,9:52:40,18570,18565,526
9:52:45,9:53:30,18565,18560,973
9:53:35,9:54:10,18565,18570,979
9:53:35,9:54:10,18570,18575,0
9:54:15,9:55:10,18575,18580,882
9:55:15,9:55:55,18580,18585,695
9:56:00,9:56:05,18580,18575,367
9:56:00,9:56:05,18575,18570,0
9:56:10,9:56:25,18570,18565,561
9:56:30,9:56:35,18565,18560,253
9:56:40,9:56:45,18560,18555,353
9:56:50,9:57:25,18555,18550,1211
9:57:30,9:57:30,18550,18545,208
9:57:35,9:57:40,18545,18540,613
9:57:45,9:58:10,18540,18535,1089
9:58:15,9:58:45,18535,18530,1309
9:58:50,9:58:55,18535,18540,270
9:59:00,9:59:00,18540,18545,219
9:59:05,9:59:05,18545,18550,148
9:59:10,10:00:20,18545,18540,2054
10:00:25,10:00:25,18545,18550,150
10:00:30,10:00:50,18550,18555,954
10:00:55,10:01:10,18550,18545,542
10:01:15,10:02:05,18550,18555,1154
10:02:10,10:02:10,18555,18560,134
10:02:15,10:03:05,18560,18565,1126
10:03:10,10:03:25,18565,18570,693
10:03:30,10:04:10,18570,18575,1055
10:04:15,10:04:50,18570,18565,836
10:04:55,10:05:50,18570,18575,1186
10:05:55,10:06:05,18575,18580,740
10:05:55,10:06:05,18580,18585,0
10:06:10,10:06:20,18585,18590,720
10:06:10,10:06:20,18590,18595,0
10:06:25,10:06:25,18595,18600,342
10:06:30,10:07:15,18600,18605,1423
10:07:20,10:07:45,18605,18610,933
10:07:50,10:08:10,18610,18615,715
10:08:15,10:09:10,18615,18620,1537
10:09:15,10:09:30,18620,18625,859
10:09:15,10:09:30,18625,18630,0
10:09:35,10:10:30,18630,18635,1791
10:10:35,10:11:20,18635,18640,1206
10:11:25,10:12:25,18635,18630,1642
10:12:30,10:13:50,18635,18640,1714
10:13:55,10:13:55,18640,18645,122
10:14:00,10:14:00,18645,18650,329
10:14:05,10:14:45,18650,18655,1415
