Time_Start,Time_End,Renko_Open,Renko_Close,Volume,Moving_Average,Median
04/04/2024 15:01:00,04/04/2024 15:04:30,18460,18450,14837,18480,18480
04/04/2024 15:05:00,04/04/2024 15:05:00,18450,18440,2429,18464,18460
04/04/2024 15:05:30,04/04/2024 15:10:30,18450,18460,13512,18458,18460
04/04/2024 15:11:00,04/04/2024 15:17:00,18450,18440,14885,18450,18450
04/04/2024 15:17:30,04/04/2024 15:17:30,18440,18430,783,18444,18440
04/04/2024 15:18:00,04/04/2024 15:26:00,18430,18420,21074,18438,18440
04/04/2024 15:26:30,04/04/2024 15:26:30,18420,18410,1981,18432,18430
04/04/2024 15:27:00,04/04/2024 15:27:30,18410,18400,1621,18420,18420
04/04/2024 15:28:00,04/04/2024 15:28:30,18400,18390,3498,18410,18410
04/04/2024 15:29:00,04/04/2024 15:29:30,18390,18380,3142,18400,18400
04/04/2024 15:30:00,04/04/2024 15:33:00,18380,18370,10912,18390,18390
04/04/2024 15:33:30,04/04/2024 15:38:30,18380,18390,11560,18386,18390
04/04/2024 15:39:00,04/04/2024 15:41:30,18370,18360,7006,18378,18380
04/04/2024 15:42:00,04/04/2024 15:45:30,18360,18350,8940,18370,18370
04/04/2024 15:46:00,04/04/2024 15:50:00,18360,18370,8727,18368,18370
04/04/2024 15:50:30,04/04/2024 15:56:00,18370,18380,17465,18370,18370
04/04/2024 15:56:30,04/04/2024 15:57:00,18370,18360,3002,18364,18360
04/04/2024 15:57:30,04/04/2024 15:58:00,18360,18350,2829,18362,18360
04/04/2024 15:58:30,04/04/2024 16:18:00,18350,18340,31649,18360,18360
04/04/2024 16:18:30,04/04/2024 16:18:30,18340,18330,546,18352,18350
04/04/2024 16:19:00,04/04/2024 17:00:00,18330,18320,7934,18340,18340
04/04/2024 18:00:30,04/04/2024 18:01:00,18350,18360,651,18340,18340
04/04/2024 18:01:30,04/04/2024 18:23:00,18360,18370,3499,18344,18340
04/04/2024 18:23:30,04/04/2024 18:23:30,18360,18350,188,18346,18350
04/04/2024 18:24:00,04/04/2024 18:30:30,18350,18340,1480,18348,18350
04/04/2024 18:31:00,04/04/2024 18:32:30,18350,18360,325,18356,18360
04/04/2024 18:33:00,04/04/2024 18:52:30,18360,18370,2123,18358,18360
04/04/2024 18:53:00,04/04/2024 20:36:30,18360,18350,8994,18354,18350
04/04/2024 20:37:00,04/04/2024 20:37:30,18350,18340,527,18352,18350
04/04/2024 20:38:00,04/04/2024 20:40:00,18330,18320,1209,18348,18350
04/04/2024 20:40:30,04/04/2024 20:52:00,18330,18340,1306,18344,18340
04/04/2024 20:52:30,04/04/2024 21:52:30,18340,18350,5299,18340,18340
04/04/2024 21:53:00,04/04/2024 23:06:30,18340,18330,5060,18336,18340
04/04/2024 23:07:00,04/04/2024 23:52:30,18340,18350,2314,18338,18340
04/04/2024 23:53:00,04/04/2024 23:58:30,18350,18360,725,18346,18350
04/04/2024 23:59:00,04/05/2024 01:06:30,18360,18370,3867,18352,18350
04/05/2024 01:07:00,04/05/2024 03:21:00,18370,18380,15899,18358,18360
04/05/2024 03:21:30,04/05/2024 04:03:30,18380,18390,6721,18370,18370
04/05/2024 04:04:00,04/05/2024 07:37:00,18390,18400,23268,18380,18380
04/05/2024 07:37:30,04/05/2024 07:41:30,18400,18410,1147,18390,18390
04/05/2024 07:42:00,04/05/2024 08:30:00,18410,18420,9992,18400,18400
04/05/2024 08:30:30,04/05/2024 08:32:00,18360,18350,8140,18394,18400
04/05/2024 08:32:30,04/05/2024 08:34:00,18360,18370,4955,18390,18400
04/05/2024 08:34:30,04/05/2024 08:36:30,18400,18410,7657,18392,18410
04/05/2024 08:37:00,04/05/2024 08:38:00,18400,18390,2167,18388,18390
04/05/2024 08:38:30,04/05/2024 08:42:00,18400,18410,6147,18386,18390
04/05/2024 08:42:30,04/05/2024 08:42:30,18410,18420,804,18400,18410
04/05/2024 08:43:00,04/05/2024 08:47:30,18430,18440,8023,18414,18410
04/05/2024 08:48:00,04/05/2024 08:48:00,18430,18420,548,18416,18420
