Time_Start,Time_End,Renko_Open,Renko_Close,Volume,Indicator_1
02/07/2024 01:31,02/07/2024 04:20,18160,18150,14032,18095.44
02/07/2024 04:21,02/07/2024 04:24,18160,18170,786,18095.46
02/07/2024 04:25,02/07/2024 05:13,18170,18180,5252,18095.61
02/07/2024 05:14,02/07/2024 05:49,18180,18190,3298,18095.73
02/07/2024 05:50,02/07/2024 06:31,18180,18170,3842,18095.84
02/07/2024 06:32,02/07/2024 07:22,18180,18190,6436,18096.05
02/07/2024 07:23,02/07/2024 07:34,18180,18170,2696,18096.13
02/07/2024 07:35,02/07/2024 07:43,18180,18190,1536,18096.18
02/07/2024 07:44,02/07/2024 07:46,18190,18200,1818,18096.25
02/07/2024 07:47,02/07/2024 07:52,18200,18210,1508,18096.31
02/07/2024 07:53,02/07/2024 08:03,18210,18220,3215,18096.45
02/07/2024 08:04,02/07/2024 08:10,18220,18230,3552,18096.62
02/07/2024 08:11,02/07/2024 08:31,18230,18240,7873,18097.02
02/07/2024 08:32,02/07/2024 09:02,18240,18250,11663,18097.66
02/07/2024 09:03,02/07/2024 09:10,18250,18260,5220,18097.96
02/07/2024 09:11,02/07/2024 09:24,18260,18270,5640,18098.3
02/07/2024 09:25,02/07/2024 09:38,18270,18280,29565,18100.2
02/07/2024 09:39,02/07/2024 09:39,18270,18260,2027,18100.31
02/07/2024 09:40,02/07/2024 09:48,18250,18240,24336,18101.55
02/07/2024 09:49,02/07/2024 09:50,18250,18260,4964,18101.82
02/07/2024 09:51,02/07/2024 09:54,18260,18270,8204,18102.3
02/07/2024 09:55,02/07/2024 09:55,18260,18250,3281,18102.48
02/07/2024 09:56,02/07/2024 10:09,18250,18240,24532,18103.69
02/07/2024 10:10,02/07/2024 10:10,18250,18260,2662,18103.83
02/07/2024 10:11,02/07/2024 10:12,18260,18270,4542,18104.09
02/07/2024 10:13,02/07/2024 10:13,18270,18280,1871,18104.2
02/07/2024 10:14,02/07/2024 10:15,18300,18310,11114,18104.98
02/07/2024 10:16,02/07/2024 10:17,18310,18320,5319,18105.38
02/07/2024 10:18,02/07/2024 10:24,18320,18330,15302,18106.54
02/07/2024 10:25,02/07/2024 10:27,18330,18340,6546,18107.06
02/07/2024 10:28,02/07/2024 10:29,18350,18360,6029,18107.58
02/07/2024 10:30,02/07/2024 10:38,18360,18370,20636,18109.41
02/07/2024 10:39,02/07/2024 10:46,18360,18350,10639,18110.29
02/07/2024 10:47,02/07/2024 10:52,18360,18370,8853,18111.06
