Time_Start,Time_End,Renko_Open,Renko_Close,Volume,Indicator_1
04/03/2024 12:10:30,04/03/2024 12:18:00,18650,18640,11708,18642.86
04/03/2024 12:18:30,04/03/2024 12:19:30,18650,18660,2076,18642.88
04/03/2024 12:20:00,04/03/2024 12:23:30,18660,18670,4714,18642.96
04/03/2024 12:24:00,04/03/2024 12:31:00,18670,18680,6359,18643.1
04/03/2024 12:31:30,04/03/2024 12:37:30,18680,18690,6222,18643.28
04/03/2024 12:38:00,04/03/2024 12:38:00,18680,18670,2095,18643.32
04/03/2024 12:38:30,04/03/2024 12:40:30,18650,18640,9929,18643.32
04/03/2024 12:41:00,04/03/2024 12:41:00,18650,18660,1429,18643.33
04/03/2024 12:41:30,04/03/2024 12:45:00,18660,18670,5132,18643.41
04/03/2024 12:45:30,04/03/2024 12:53:00,18670,18680,6272,18643.55
04/03/2024 12:53:30,04/03/2024 13:02:30,18680,18690,8585,18643.79
04/03/2024 13:03:00,04/03/2024 14:08:30,18680,18670,31087,18644.37
04/03/2024 14:09:00,04/03/2024 14:18:00,18680,18690,4987,18644.51
04/03/2024 14:18:30,04/03/2024 14:52:30,18680,18670,21386,18644.89
04/03/2024 14:53:00,04/03/2024 15:00:00,18670,18660,6536,18644.97
04/03/2024 15:00:30,04/03/2024 15:12:00,18660,18650,10099,18645.02
04/03/2024 15:12:30,04/03/2024 15:14:00,18650,18640,4296,18645.01
04/03/2024 15:14:30,04/03/2024 15:14:30,18630,18620,2977,18644.97
04/03/2024 15:15:00,04/03/2024 15:15:00,18620,18610,3028,18644.91
04/03/2024 15:15:30,04/03/2024 15:18:30,18600,18590,14484,18644.46
04/03/2024 15:19:00,04/03/2024 15:24:30,18600,18610,7755,18644.28
04/03/2024 15:25:00,04/03/2024 15:35:00,18600,18590,14647,18643.83
04/03/2024 15:35:30,04/03/2024 15:38:00,18600,18610,4266,18643.74
04/03/2024 15:38:30,04/03/2024 15:49:00,18610,18620,11710,18643.55
04/03/2024 15:49:30,04/03/2024 16:00:00,18620,18630,26144,18643.29
04/03/2024 16:00:30,04/03/2024 16:01:00,18630,18640,3559,18643.28
04/03/2024 16:01:30,04/03/2024 19:21:00,18640,18650,14230,18643.31
04/03/2024 19:21:30,04/03/2024 19:28:00,18650,18660,510,18643.31
04/03/2024 19:28:30,04/03/2024 19:30:30,18660,18670,919,18643.32
04/03/2024 19:31:00,04/03/2024 19:31:00,18690,18700,1128,18643.36
04/03/2024 19:31:30,04/03/2024 19:36:30,18710,18720,4001,18643.53
04/03/2024 19:37:00,04/04/2024 00:42:00,18710,18700,13548,18643.99
